siteId,date,wet,temp,do,spc,ph,nitrates,phosphorus,chlorides,tss,ecoli
elkhart-26,9/22/2020,0,11.7,11.02,553,8.54,4.37,0.312,93.14,13.3,NA
elkhart-26,5/11/2021,0,,NA,NA,NA,4,0.609,NA,18,687
elkhart-26,5/18/2021,0,,NA,NA,NA,3.58,0.24,NA,5,326
elkhart-26,5/25/2021,0,17.8,7.76,691,8.26,3.35,0.3,59.97,7,727
elkhart-26,6/1/2021,0,13.4,8.3,689,8.9,3.42,0.31,70.88,6,816
elkhart-26,6/8/2021,1,18.5,7.34,664,8.18,2.99,0.362,62.37,1785,5
elkhart-26,6/15/2021,0,16.1,7.63,682,8.29,2.98,0.339,58.65,14,1300
elkhart-26,6/22/2021,0,14.2,7.41,627,8.17,5.93,0.396,54.95,16,6488
elkhart-26,6/29/2021,1,20.9,5.93,496.9,7.84,3.68,0.816,37.56,23,4106
elkhart-26,7/13/2021,0,17,7.58,674,8.2,3.72,0.401,53.42,13,1553
elkhart-26,7/20/2021,0,16.5,7.52,695,8.23,3.78,0.229,64.58,8,1414
elkhart-26,7/27/2021,0,17.5,7.41,684,8.21,3.43,0.261,47.89,11,2419
elkhart-26,8/3/2021,0,15.7,7.56,686,8.31,3.12,0.215,58.68,12,980
elkhart-26,8/10/2021,1,2.4,6.38,678,8.01,1.73,1.5,20.55,240,12033
elkhart-26,8/17/2021,0,17.3,7.38,653,8.29,1.54,0.263,63.31,11,613
elkhart-26,8/24/2021,0,18.7,7.47,675,8.3,3.26,0.769,67.49,10,1120
elkhart-26,8/31/2021,0,17.2,7.58,683,8.35,2.87,0.205,68.01,10,3448
elkhart-26,9/7/2021,0,15.6,7.42,682,8.45,3.54,0.231,68.96,NA,NA
elkhart-26,9/14/2021,0,18.3,7.34,680,8.43,3.44,0.26,74.91,4,649
elkhart-26,9/21/2021,0,18.6,7.29,684,8.36,3.25,0.262,84.21,5,546
elkhart-26,9/28/2021,0,15.3,7.7,688,8.3,3.75,0.28,68.03,6,462
elkhart-26,7/6/20201,0,19.6,6.83,599,8.13,3.28,0.475,53.3,46,1046
elkhart-29,5/9/2017,0,10.7,9.38,521,8.15,3.29,0.19,227.93,NA,NA
elkhart-29,5/16/2017,0,16.2,8.65,591,8.19,2.16,0.138,186.96,NA,269
elkhart-29,5/25/2017,1,14.6,7.52,337.5,8,3.16,0.456,39.17,NA,NA
elkhart-29,6/1/2017,0,13.7,8.78,537,8.17,3.01,0.142,252.79,NA,380
elkhart-29,6/6/2017,0,15,8.43,548,8.21,3.65,0.147,342.55,NA,540
elkhart-29,6/13/2017,0,18.3,8.26,603,8.16,3.51,0.17,260.05,NA,700
elkhart-29,6/20/2017,0,15.1,9.79,504,8.15,3.34,0.937,252.11,NA,1240
elkhart-29,6/27/2017,0,13.6,9.09,849,8.18,3.3,1.01,249.44,NA,940
elkhart-29,7/11/2017,1,18.3,7.7,503,NA,4.51,0.199,NA,NA,63200
elkhart-29,7/18/2017,0,16.8,7.69,533,8.28,3.37,1.87,227.81,NA,770
elkhart-29,7/25/2017,0,16,7.84,656,8.26,3.29,0.231,187.89,NA,1560
elkhart-29,8/1/2017,0,16.1,8.25,596,8.26,3.35,1.77,215.07,NA,695
elkhart-29,8/8/2017,0,15.1,9.11,643,8.29,3.08,1.68,260.72,NA,625
elkhart-29,8/15/2017,0,16.1,7.54,547,NA,3.4,1.19,NA,NA,595
elkhart-29,8/22/2017,0,18.5,6.18,511,8.22,3.26,0.243,247.88,NA,NA
elkhart-29,8/29/2017,0,15.5,6.67,385,8.31,3.58,1.42,256.18,NA,585
elkhart-29,9/5/2017,0,16.2,5.79,551,8.22,3.67,0.23,179.48,NA,340
elkhart-29,9/12/2017,0,13.4,6.37,461.7,8.29,3.54,0.177,164.17,NA,360
elkhart-29,9/19/2017,1,17,6.43,312,8.2,2.9,2.64,164.22,NA,1240
elkhart-29,9/26/2017,0,16.9,5.77,502,8.28,3.25,0.21,188.72,NA,490
elkhart-29,5/31/2018,1,17.5,7.18,521,8.06,3.14,0.244,224.6,NA,2550
elkhart-29,6/7/2018,0,14.6,7.89,554,8.17,3.28,0.209,355.2,NA,540
elkhart-29,6/14/2018,0,14.4,9.51,558,8.16,3.29,0.129,313.2,NA,455
elkhart-29,6/21/2018,0,15.4,8.26,601,8.15,3.36,0.155,400.27,NA,8100
elkhart-29,7/5/2018,0,18,8.12,477.4,8.2,3.14,0.228,268.83,NA,1380
elkhart-29,7/12/2018,0,16.3,8.12,551,8.29,3.1,0.104,353.48,NA,1540
elkhart-29,7/19/2018,0,15.9,8.28,565,8.21,3.5,0.47,289.03,NA,28
elkhart-29,7/26/2018,0,16.9,7.95,565,8.25,3.19,0.207,303.29,NA,995
elkhart-29,8/2/2018,0,16.1,8.53,596,8.28,3.55,0.218,422.03,NA,680
elkhart-29,8/9/2018,1,17.1,7.99,548,8.19,2.8,0.274,340.14,NA,1365
elkhart-29,8/16/2018,0,17.4,8.04,565,8.29,3.1,0.202,488.03,NA,NA
elkhart-29,8/23/2018,0,15,8.44,570,8.37,3.25,0.222,439.36,NA,960
elkhart-29,8/30/2018,0,15.7,8.05,547,8.37,3.05,0.172,392.08,NA,675
elkhart-29,9/6/2018,1,19.7,5.26,519,8.19,2.52,0.0337,306.49,NA,2100
elkhart-29,9/11/2018,0,14.5,5.65,535,8.38,3.31,0.675,526.62,NA,NA
elkhart-29,9/20/2018,0,17.3,6.81,594,8.36,3.3,0.466,518,NA,3800
elkhart-29,9/27/2018,0,12.9,4.96,515,8.38,3.17,0.336,452.88,NA,700
elkhart-29,5/7/2019,0,12.6,11.05,522,8.17,3.27,0.139,85.02,NA,NA
elkhart-29,5/14/2019,0,10.4,11.12,502,8.04,3.11,0.124,39.66,16,210
elkhart-29,5/21/2019,1,10.5,10.58,507,7.95,3.59,0.125,55.58,11,370
elkhart-29,5/28/2019,1,16.8,8.23,456,7.76,2.21,0.446,41.92,92,8400
elkhart-29,6/4/2019,0,13.5,13.21,371.8,7.93,1.29,0.702,129.65,20.25,655
elkhart-29,6/11/2019,1,14.1,6.37,602,8.03,3.21,0.383,100.57,17.75,1050
elkhart-29,6/18/2019,0,15.5,5.51,560,7.95,3.24,0.412,82.91,23.25,420
elkhart-29,6/25/2019,0,15.6,5.55,215.5,7.97,3.11,0.308,77.22,32,720
elkhart-29,7/2/2019,0,17.4,6.74,762,7.99,2.49,0.288,203.49,32,955
elkhart-29,7/9/2019,0,15.9,7.69,507,7.62,3.64,0.204,95.08,17.25,925
elkhart-29,7/16/2019,0,17.7,4.83,584,7.95,3.81,0.224,79.23,43,800
elkhart-29,7/23/2019,0,16.1,4.03,580,7.84,3.1,0.357,110.17,25,2800
elkhart-29,7/30/2019,1,16.8,5.42,606,8.05,3.42,0.251,206.9,15.7,3700
elkhart-29,8/6/2019,1,17.3,5.63,358,8.23,0.051,0.251,193.52,41,2900
elkhart-29,8/15/2019,1,17,6.51,537,8.3,3.49,0.202,113.02,12.33,1610
elkhart-29,8/27/2019,1,17,8.03,561,8.22,3.47,0.235,367.56,15.67,1600
elkhart-29,9/10/2019,0,16.8,7.63,481,8.09,3.79,0.156,164.9,15.33,440
elkhart-29,9/17/2019,0,16,7.52,497.4,8.34,3.37,0.218,172.19,14.17,1015
elkhart-29,9/24/2019,0,15.3,7.42,394.7,8.42,3.26,0.209,368.7,9.5,760
elkhart-29,5/12/2020,0,7.8,11.82,47.4,8.72,3.63,0.215,68.98,10.57,NA
elkhart-29,5/19/2020,1,13.8,8.24,470.3,7.81,3.49,0.336,80.44,52.7,NA
elkhart-29,5/26/2020,0,18.5,9.97,600,8.1,3.31,0.298,240.83,17.3,NA
elkhart-29,6/2/2020,0,17,8.88,521,8.64,3.52,0.246,192.81,23.5,NA
elkhart-29,6/9/2020,0,16,8.24,581,7.54,3.58,0.21,176.44,17.75,1290
elkhart-29,6/16/2020,0,14.6,8.35,507,8.42,3.82,0.137,122.02,17.6,560
elkhart-29,6/23/2020,1,18.2,6.9,456.3,6.33,5.79,1.05,70.61,117,5600
elkhart-29,6/30/2020,0,18.2,8.3,575,8.52,3.72,0.269,243.41,12.3,1180
elkhart-29,7/7/2020,0,17.9,8.04,533,7.9,3.4,0.193,133.92,10.13,760
elkhart-29,7/14/2020,0,16.3,8.53,581,9.25,2.06,0.299,30.92,16.7,840
elkhart-29,7/21/2020,0,17.4,8.33,605,8.62,3.5,0.315,92.33,20,680
elkhart-29,7/28/2020,0,16.8,8.42,574,8.1,3.59,0.314,128.72,30.75,NA
elkhart-29,8/4/2020,0,16.6,8.16,552,7.11,3.27,0.364,173.23,NA,1050
elkhart-29,8/11/2020,0,17.8,7.48,570,7.85,3.04,0.203,246.89,18.2,1550
elkhart-29,8/18/2020,0,16,7.33,586,7.8,3.4,0.138,176.8,14.167,1000
elkhart-29,8/25/2020,0,18.2,7.79,605,7.12,3.15,0.182,239.53,16.17,780
elkhart-29,9/1/2020,0,17.1,8.37,581,NA,3.32,0.225,230.15,9.5,840
elkhart-29,9/8/2020,1,16,8.1,491,NA,2.79,0.248,129.07,54.4,NA
elkhart-29,9/15/2020,0,13.8,9.25,573,NA,3.34,0.298,158.5,8.38,560
elkhart-29,9/22/2020,0,11.8,11.29,552,8.78,3.56,0.206,84.53,12.17,NA
elkhart-29,5/11/2021,0,,NA,NA,NA,NA,NA,NA,8,866
elkhart-29,5/18/2021,0,,NA,NA,NA,2.99,0.168,NA,4,365
elkhart-29,5/25/2021,0,17.5,7.3,697,8.17,2.86,0.222,63.16,4,687
elkhart-29,6/1/2021,0,13.1,7.36,695,8.21,2.75,0.219,77.66,3,517
elkhart-29,6/8/2021,1,17.6,5.89,675,8.07,2.33,0.209,65.63,3,1246
elkhart-29,6/15/2021,0,15.1,6.54,696,8.11,2.26,0.616,68.55,16,1414
elkhart-29,6/22/2021,0,14,5.83,635,8.13,4.1,0.475,63.58,15,7701
elkhart-29,6/29/2021,1,20.8,5.1,496,7.88,3.29,0.856,41.28,27,488
elkhart-29,7/6/2021,0,18.7,5.86,620,8.13,2.59,0.351,59.91,19,816
elkhart-29,7/13/2021,0,16.6,6.66,681,8.05,3.06,0.261,65.92,14,1414
elkhart-29,7/20/2021,0,16.1,7.1,690,8.14,2.94,0.164,78.68,14,1986
elkhart-29,7/27/2021,0,17,6.11,689,8.24,2.76,0.184,52.25,7,1120
elkhart-29,8/3/2021,0,15.1,6.52,691,8.26,2.54,0.176,70.83,8,866
elkhart-29,8/10/2021,1,20.9,5.75,278.6,8.1,2.16,1.97,31.64,318,20980
elkhart-29,8/17/2021,0,16.8,6.31,665,8.23,2.01,0.198,70.62,14,345
elkhart-29,8/24/2021,0,18.1,6.84,686,8.24,2.57,0.13,81.34,7,921
elkhart-29,8/31/2021,0,16.7,6.8,630,8.21,2.1,0.252,79.84,6,520
elkhart-29,9/7/2021,0,15.3,6.51,693,8.4,2.8,0.136,74.93,NA,NA
elkhart-29,9/14/2021,0,17.8,6.45,691,8.42,2.69,0.154,78.85,3,2481
elkhart-29,9/21/2021,0,18.1,6.75,690,8.21,2.57,0.158,91.58,3,663
elkhart-29,9/28/2021,0,15,7.16,694,8.19,2.99,0.233,84.7,4,448
elkhart-3,4/6/2010,0,13.9,8.97,436,8.45,1.63,0.018,7.6,4,29
elkhart-3,4/13/2010,0,11.4,9.8,441,8.29,1.56,0.01,7.2,2,26
elkhart-3,4/20/2010,0,13.8,9.18,763,8.14,0.166,0.013,8,3,52
elkhart-3,4/27/2010,0,13.1,9.72,448,8.27,1.37,0.016,3.1,5,81
elkhart-3,5/4/2010,0,16.5,9.16,455,8.24,1.32,0,26.1,0,0
elkhart-3,5/11/2010,0,12.5,9.03,415.9,8.16,1.21,0,12.3,5,375
elkhart-3,5/18/2010,0,14.5,8.76,452.6,8.06,1.15,0,10.8,4,92
elkhart-3,5/25/2010,0,22.3,7.59,440.6,7.95,21.8,0.014,11.2,5,94
elkhart-3,6/1/2010,0,22.7,7.49,221.7,7.88,1.2,0.017,10.1,8,264
elkhart-3,6/8/2010,0,19.1,8.04,387.7,8.02,1.04,0.033,6.6,7,130
elkhart-3,6/15/2010,0,22.1,8.36,20.6,8.14,0.385,0.052,3.4,5,118
elkhart-3,6/22/2010,0,24,8.03,430,8.2,1.03,0.012,6,5,227
elkhart-3,6/29/2010,0,23.2,7.95,222.1,8.19,0.9,0.376,7,5,114
elkhart-3,7/6/2010,0,NA,NA,NA,NA,1.12,0.034,5.3,5,178
elkhart-3,7/13/2010,0,23.7,7.28,443.7,8.18,0.042,1.15,19.2,5,197
elkhart-3,7/20/2010,0,NA,NA,NA,NA,1.12,0.075,4.2,6,175
elkhart-3,7/27/2010,0,25.7,8.16,413,8.41,0.6,0.119,8.4,7,141
elkhart-3,8/3/2010,1,24.8,6.44,214.7,8.22,0.737,0.048,8.4,4,181
elkhart-3,8/10/2010,0,24.4,8.85,419.5,8.38,0.749,0.009,2.4,5,112
elkhart-3,8/17/2010,0,NA,NA,NA,NA,0.996,0.025,7.5,3,200
elkhart-3,8/24/2010,0,22.4,9.03,414,8.39,1.15,0.026,7.9,2,94
elkhart-3,8/31/2010,0,23.5,8.66,431.5,8.31,1.36,0.052,11.4,6,114
elkhart-3,9/7/2010,0,19.9,8.92,398.9,8.37,1.06,0,15.2,3,82
elkhart-3,9/14/2010,0,18.2,9.16,389.4,8.38,1.31,0.03,11.5,2,76
elkhart-3,9/21/2010,0,18.9,9.17,382.1,8.36,1.18,0.011,10.4,3,100
elkhart-3,9/28/2010,0,16.6,8.06,384,8.39,1.18,0,12.1,2,131
elkhart-3,4/3/2012,0,11.6,6.7,427.7,8.84,1.23,0.016,4,3,38
elkhart-3,4/10/2012,0,9.8,6.7,433.6,8.45,0.12,0.03,3,2,48
elkhart-3,4/17/2012,0,11.1,6.99,426.1,8.75,0.08,0.042,4.7,NA,NA
elkhart-3,4/24/2012,0,11.4,7.55,435.1,8.78,0.08,0.02,4.3,3,40
elkhart-3,5/1/2012,1,13.4,7.41,429.7,8.78,0.11,0.031,2.8,4,61
elkhart-3,5/8/2012,0,16.7,7.14,433.6,8.84,0.11,0.084,3.9,NA,NA
elkhart-3,5/15/2012,0,18.4,6.74,439.7,8.72,0.24,0.076,4.2,NA,NA
elkhart-3,5/22/2012,0,18.6,6.79,436.8,8.71,0.1,0.053,5.5,2,54
elkhart-3,5/29/2012,0,22.2,5.96,430.1,8.65,0.33,0.072,7.4,4,70
elkhart-3,6/5/2012,0,19.2,6.45,423.5,8.54,0.11,NA,9.5,4,68
elkhart-3,6/12/2012,0,21.7,6.69,415,8.56,0.25,0.083,4.7,6,89
elkhart-3,6/19/2012,0,22.8,6.97,422.6,8.67,0.86,0.034,4.6,4,68
elkhart-3,6/26/2012,0,19.5,6.84,420.6,8.61,0.76,0.052,6.6,5,109
elkhart-3,7/17/2012,0,25.4,7.65,393.9,8.77,0.602,0.08,5.9,2,86
elkhart-3,7/24/2012,1,NA,NA,NA,NA,0.765,0.072,7.1,5,850
elkhart-3,7/31/2012,1,NA,NA,NA,NA,0.831,0.094,5.3,4,410
elkhart-3,8/7/2012,0,22.4,8.31,369.6,8.89,0.644,0.066,6.3,2,248
elkhart-3,8/14/2012,1,19.9,7.62,379.2,8.4,1.1,0.058,6.5,13,164
elkhart-3,8/21/2012,0,19.6,7.64,379.6,8.77,NA,0.102,6.2,8,140
elkhart-3,8/28/2012,1,NA,NA,NA,NA,NA,0.084,5.7,4,238
elkhart-3,9/4/2012,0,21.7,6.98,498,7.98,NA,0.083,4.3,5,502
elkhart-3,9/11/2012,0,19.2,8.01,328.4,8.01,NA,0.07,5.6,7,152
elkhart-3,9/18/2012,0,18.2,7.91,342,8.04,NA,0.052,5.5,11,294
elkhart-3,9/25/2012,0,13.2,8.01,461,8.06,NA,0.098,5.6,10,196
elkhart-3,4/16/2013,0,NA,NA,NA,NA,0.608,0.063,4.9,4,43
elkhart-3,4/23/2013,0,NA,NA,NA,NA,1.07,0.067,4.2,2,25
elkhart-3,4/30/2013,0,NA,NA,NA,NA,NA,0.042,3.8,3,18
elkhart-3,5/7/2013,0,NA,NA,NA,NA,NA,0.085,3.6,4,46
elkhart-3,5/14/2013,0,15.2,3.2,428,7.14,0.01,0.102,4.1,3,53
elkhart-3,5/21/2013,0,NA,NA,NA,NA,NA,0.144,4.2,4,290
elkhart-3,5/28/2013,0,17.6,6.87,438.1,7.1,0.02,0.054,4.6,7,330
elkhart-3,6/4/2013,0,19.1,7.45,441.1,7.08,0.03,0.078,4.6,4,62
elkhart-3,6/11/2013,0,21.5,6.73,438.6,7.02,0.08,0.086,5.8,10,220
elkhart-3,6/18/2013,0,21.9,6.9,439.8,7.16,0.08,0.096,4.2,3,415
elkhart-3,6/25/2013,0,22.4,6.18,427.7,7.01,0.03,0.126,4.9,3,950
elkhart-3,7/2/2013,0,20.6,6.55,424,7.01,0.02,0.088,4,9,188
elkhart-3,7/9/2013,0,24.2,6.72,420.6,7.14,0.07,0.068,3.6,7,165
elkhart-3,7/16/2013,0,NA,NA,NA,NA,NA,0.105,5.2,3,210
elkhart-3,7/23/2013,0,25.8,6.02,416.5,7,0.01,0.123,3,3,264
elkhart-3,7/30/2013,0,19.6,7.23,428.8,7.27,0.14,0.143,4.5,4,143
elkhart-3,8/6/2013,0,20.4,6.28,402.1,7.22,10.04,0.101,3.8,4,273
elkhart-3,8/13/2013,0,NA,NA,NA,NA,NA,0.116,5.1,2,132
elkhart-3,8/20/2013,0,NA,NA,NA,NA,NA,0.096,5,2,326
elkhart-3,8/27/2013,0,NA,NA,NA,NA,NA,0.093,4.2,2,140
elkhart-3,9/3/2013,0,20.8,7.44,416.3,7.28,3.35,0.124,5.5,2,360
elkhart-3,9/10/2013,0,22.7,6.97,426.7,7.1,3.02,0.112,4.2,4,260
elkhart-3,9/17/2013,0,16.7,7.26,419.5,7.27,2.57,0.077,6.4,2,176
elkhart-3,9/24/2013,0,15.7,7.78,429,7.22,0.21,0.082,7.6,1,141
elkhart-3,4/8/2014,1,5.7,9.01,390.2,7.03,1.31,0.901,8.1,NA,36
elkhart-3,4/8/2014,1,5.7,8.98,389.8,7.03,1.3,0.235,6.1,3,16
elkhart-3,4/8/2014,1,5.7,8.72,391.1,7,1.31,0.047,6.3,3,18
elkhart-3,4/15/2014,0,7.9,9.52,394.8,7.09,1.3,0.042,4.8,3,24
elkhart-3,4/22/2014,0,12.3,8.07,397.2,7.12,1.23,0.251,4.6,4,43
elkhart-3,4/22/2014,0,12.2,NA,398.1,7.13,1.23,0.246,4.8,4,56
elkhart-3,4/22/2014,0,12.1,9.45,398.5,7.14,1.24,0.248,6.2,4,59
elkhart-3,4/29/2014,0,13.1,8.29,408.1,7.11,1.01,0.206,3.8,4,32
elkhart-3,5/13/2014,1,19.3,6.93,421.8,7.42,NA,NA,NA,4,108
elkhart-3,5/20/2014,0,16.8,7.98,423.2,7.28,1.26,0.123,15,2,58
elkhart-3,5/27/2014,1,22.1,6.91,452.1,7.38,1.11,0.174,1.4,3,950
elkhart-3,6/3/2014,1,22.7,NA,376.9,7.48,1.01,0.141,2.1,2,144
elkhart-3,6/10/2014,0,NA,NA,NA,NA,1.36,0.054,12.4,6,116
elkhart-3,6/17/2014,0,23.4,6.99,426.2,7.44,1.09,0.13,13.2,5,186
elkhart-3,6/24/2014,1,23.9,5.06,382.4,8.05,0.698,0.286,8.6,NA,650
elkhart-3,7/1/2014,1,24.4,6.79,367.5,7.63,1.1,0.161,1.2,6,430
elkhart-3,7/8/2014,1,23.3,6.07,381.3,7.49,0.401,0.132,1.1,5,168
elkhart-3,7/15/2014,0,21.8,6.82,394.3,7.48,NA,NA,NA,5,168
elkhart-3,7/22/2014,0,23.6,6.91,405.6,7.36,1.11,0.127,12.1,3,156
elkhart-3,7/29/2014,0,18.7,6.73,412.3,7.2,1.09,0.121,10.8,3,120
elkhart-3,8/5/2014,1,22.1,6.47,412.3,7.32,1.01,0.094,8.5,2,280
elkhart-3,8/19/2014,0,22.2,6.91,420.5,7.36,1.03,0.042,7.8,3,135
elkhart-3,9/2/2014,0,22.9,6.17,409.9,8.17,1.1,0.055,8.4,4,188
elkhart-3,9/9/2014,0,20.9,6.44,411.4,8.22,0.101,0.129,6.2,3,144
elkhart-3,9/16/2014,0,17.2,7.62,414.7,8.23,0.102,0.121,5.8,4,84
elkhart-3,9/23/2014,0,16.4,8.15,424.8,8.18,0.098,0.098,4.6,2,101
elkhart-3,6/9/2015,1,20,6.79,408.5,7.94,1.11,NA,22.54,6,26
elkhart-3,6/16/2015,1,22.9,6.22,407.1,7.87,1.21,NA,21.41,7,226
elkhart-3,6/23/2015,0,22.7,8.42,473,7.69,1.06,NA,22.41,6,130
elkhart-3,6/30/2015,1,NA,NA,NA,NA,1.01,NA,NA,6,120
elkhart-3,7/7/2015,1,22.3,5.64,418.3,7.75,1.08,NA,24.81,5,660
elkhart-3,7/14/2015,1,22.6,6.32,406.4,7.82,0.798,0.084,16.47,6,323
elkhart-3,7/21/2015,0,24.3,5.9,595,7.87,0.638,0.12,18.7,6,420
elkhart-3,7/28/2015,0,24.5,6.48,406.3,7.72,0.776,0.168,24.37,5,164
elkhart-3,8/4/2015,0,22,7.78,408.4,7.82,0.771,0.101,25.23,NA,NA
elkhart-3,8/11/2015,0,NA,NA,NA,NA,0.813,0.065,NA,3,186
elkhart-3,8/18/2015,1,NA,NA,NA,NA,0.885,0.64,NA,NA,NA
elkhart-3,9/1/2015,0,NA,NA,NA,NA,0.923,0.043,NA,NA,NA
elkhart-3,9/8/2015,0,NA,NA,NA,NA,0.889,0.124,NA,2,450
elkhart-3,9/15/2015,0,NA,NA,NA,NA,1.05,0.046,NA,NA,NA
elkhart-3,9/22/2015,0,NA,NA,NA,NA,0.942,0.054,NA,2,250
elkhart-3,4/26/2016,1,15.5,10.31,361.3,8.01,1.27,4.32,24.4,NA,128
elkhart-3,5/3/2016,0,14.4,11.49,227.9,8.46,1.09,4.13,59.42,NA,NA
elkhart-3,5/10/2016,1,13.6,10.1,346.2,8.33,1.19,0.008,33.42,NA,83
elkhart-3,5/17/2016,0,13.8,10.97,279.4,8.36,1.14,0.01,46.11,NA,26
elkhart-3,5/24/2016,0,19.1,10.48,390.2,7.54,1.26,0.024,26.54,NA,32
elkhart-3,5/31/2016,0,22.2,8.92,443.1,8.24,1.39,0.64,41.83,NA,NA
elkhart-3,6/7/2016,0,19.1,9.05,419.4,8.24,1.24,0.224,61.25,NA,128
elkhart-3,6/14/2016,0,20.2,8.22,419.6,8.18,1.53,0.015,23.22,NA,120
elkhart-3,6/21/2016,1,22.6,7.95,422.4,7.4,1.18,0.093,26.49,NA,2900
elkhart-3,6/28/2016,0,22.4,7.76,410.2,7.2,0.982,0.014,20.62,NA,138
elkhart-3,7/5/2016,0,21.4,8.17,414.2,7.68,1.33,0.413,19.31,NA,NA
elkhart-3,7/12/2016,0,23.7,8.22,430.3,8.27,1.37,0.62,30.53,NA,180
elkhart-3,7/19/2016,0,22.4,9.08,411.5,8.09,1.01,0.029,18.49,NA,169
elkhart-3,7/26/2016,0,23.9,8.48,309,8.02,1.1,0.048,47.28,NA,66
elkhart-3,8/2/2016,0,23.4,7.88,398.8,8.13,1.01,0.027,47.44,NA,78
elkhart-3,8/9/2016,0,22.5,10.17,399.5,8.19,1.01,1.4,47.14,NA,46
elkhart-3,8/16/2016,1,23.8,6.53,297.3,8.02,0.7,0.47,31.4,NA,NA
elkhart-3,8/23/2016,0,23.1,6.99,354.5,8.14,0.297,0.068,32.74,NA,70
elkhart-3,8/30/2016,0,24.8,7.86,377.6,8.11,1.01,0.021,43.01,NA,116
elkhart-3,9/6/2016,0,23.4,8.16,388.9,8.06,0.622,0.091,39.78,NA,NA
elkhart-3,9/13/2016,0,21.1,7.44,388.1,8.22,0.598,0.089,52.42,NA,72
elkhart-3,9/20/2016,0,22,8.31,389.5,8.26,0.612,0.081,41.51,NA,90
elkhart-3,9/27/2016,0,18,10.48,319.6,8.23,0.498,0.069,68.76,NA,94
elkhart-3,5/2/2017,1,12.1,10.86,251.2,8.21,1.24,0.064,16.18,NA,140
elkhart-3,5/9/2017,0,12.7,9.9,350.4,8.27,1.28,0,42.62,NA,NA
elkhart-3,5/16/2017,0,19,9.15,416.8,8.3,0.124,0.012,54.16,NA,75
elkhart-3,5/25/2017,1,17.2,8.39,393.4,8.23,1.28,0.064,24.73,NA,NA
elkhart-3,6/1/2017,0,17.8,7.38,401.2,8.29,0.97,0.01,59.26,NA,164
elkhart-3,6/6/2017,0,19.8,8.01,432.4,8.24,1.36,0.055,87.98,NA,98
elkhart-3,6/13/2017,0,22.7,7.43,458.4,8.21,1.4,0.888,68.55,NA,162
elkhart-3,6/20/2017,0,20.2,7.11,429,8.26,1.28,1.59,48.01,NA,300
elkhart-3,6/27/2017,0,18,7.61,430.8,8.26,1.08,1.11,86.67,NA,238
elkhart-3,7/11/2017,1,22.5,6.87,397.5,8.2,1.01,0.287,36.41,NA,228
elkhart-3,7/18/2017,0,23,6.99,421,NA,0.841,0.715,NA,NA,156
elkhart-3,7/25/2017,0,22.6,7.61,355.8,NA,0.875,0.062,NA,NA,80
elkhart-3,8/1/2017,0,22.2,6.81,426.5,8.35,0.981,0.137,77.16,NA,236
elkhart-3,8/8/2017,0,20.5,7.31,395.7,8.42,0.961,0.117,49.42,NA,159
elkhart-3,8/15/2017,0,21.7,6.58,386.2,7.84,0.941,0.775,20.19,NA,167
elkhart-3,8/22/2017,0,22.6,6.02,413.2,8.51,1.1,0.176,80.08,NA,NA
elkhart-3,8/29/2017,0,19.6,6.92,403,8.4,0.222,2.24,61.19,NA,200
elkhart-3,9/5/2017,0,19,6.51,406.3,8.36,1.04,1.14,16.28,NA,780
elkhart-3,9/12/2017,0,17.2,7.74,282.3,8.2,1.2,0.169,22.95,NA,169
elkhart-3,9/19/2017,1,20.6,6.19,321.5,8.19,0.906,0.181,24.41,NA,830
elkhart-3,9/26/2017,0,22,5.53,426.9,8.49,1.04,0.048,51.54,NA,136
elkhart-3,5/10/2018,1,18.8,8.47,378.3,8.37,1.11,0.014,60.58,NA,48
elkhart-3,5/17/2018,0,19.5,7.95,367.6,8.25,0.851,0.036,66.97,NA,120
elkhart-3,5/22/2018,1,18.1,8.73,351.3,8.17,1.02,0.313,74.89,NA,NA
elkhart-3,5/31/2018,1,25.7,8.1,312.4,7.04,1.01,0.26,65.31,NA,324
elkhart-3,6/7/2018,0,21.1,7.26,398.2,8.28,0.996,0.06,61.45,NA,94
elkhart-3,6/14/2018,0,20.7,7.24,341.6,8.16,0.75,0.091,21.13,NA,164
elkhart-3,6/21/2018,0,23.5,7.08,377.4,8.19,0.747,2.01,62.03,NA,200
elkhart-3,6/28/2018,0,21.6,7.18,364.1,8.05,0.773,0.069,21.84,NA,126
elkhart-3,7/5/2018,0,26.8,6.2,434.3,8.23,0.767,0.087,26.96,NA,216
elkhart-3,7/12/2018,0,24,6.83,434.9,8.15,0.961,0.047,17.1,NA,160
elkhart-3,7/19/2018,0,23.2,6.4,448.9,8.28,1.08,0.179,65.09,NA,184
elkhart-3,7/26/2018,0,NA,NA,NA,NA,0.857,0.094,NA,NA,100
elkhart-3,8/2/2018,0,22.2,7.09,432.8,8.41,1.07,0.256,75.55,NA,180
elkhart-3,8/9/2018,1,23.2,6.72,423.5,8.41,0.838,0.107,54.61,NA,196
elkhart-3,8/16/2018,0,23.5,8.18,430.2,8.33,0.936,0.096,37.75,NA,NA
elkhart-3,8/23/2018,0,20.9,7.09,428.9,8.4,0.88,0.054,72.72,NA,151
elkhart-3,8/30/2018,0,20.8,5.43,420.2,8.52,0.743,0.05,66.37,NA,146
elkhart-3,9/6/2018,1,24.3,5.43,441,8.45,0.752,0.129,43.02,NA,216
